# Combinações Filtradas - Dia de Sorte
# Data: 06/04/2026 18:31:40
# Mês da Sorte: Jan
# Total: 7870 combinações
# Filtros aplicados: pares_impares, soma, sequencias, primos, numeros_especificos

01,02,06,09,21,30,31 - Jan
01,02,06,09,22,29,31 - Jan
01,02,06,09,22,30,31 - Jan
01,02,06,09,25,26,31 - Jan
01,02,06,09,25,28,29 - Jan
01,02,06,09,25,28,31 - Jan
01,02,06,09,25,29,30 - Jan
01,02,06,09,25,30,31 - Jan
01,02,06,09,26,27,29 - Jan
01,02,06,09,26,27,31 - Jan
01,02,06,09,26,28,29 - Jan
01,02,06,09,26,28,31 - Jan
01,02,06,09,26,29,30 - Jan
01,02,06,09,26,29,31 - Jan
01,02,06,09,26,30,31 - Jan
01,02,06,09,27,28,31 - Jan
01,02,06,09,27,29,30 - Jan
01,02,06,09,27,30,31 - Jan
01,02,06,09,28,29,31 - Jan
01,02,06,09,28,30,31 - Jan
01,04,06,09,19,30,31 - Jan
01,04,06,09,20,29,31 - Jan
01,04,06,09,22,29,31 - Jan
01,04,06,09,26,29,31 - Jan
01,04,06,09,28,29,31 - Jan
01,05,06,09,18,30,31 - Jan
01,05,06,09,20,28,31 - Jan
01,05,06,09,20,29,30 - Jan
01,05,06,09,20,30,31 - Jan
01,05,06,09,22,26,31 - Jan
01,05,06,09,22,28,29 - Jan
01,05,06,09,22,28,31 - Jan
01,05,06,09,22,29,30 - Jan
01,05,06,09,22,30,31 - Jan
01,05,06,09,26,28,29 - Jan
01,05,06,09,26,28,31 - Jan
01,05,06,09,26,29,30 - Jan
01,05,06,09,26,30,31 - Jan
01,05,06,09,28,30,31 - Jan
01,06,08,09,16,29,31 - Jan
01,06,08,09,17,28,31 - Jan
01,06,08,09,17,29,30 - Jan
01,06,08,09,17,30,31 - Jan
01,06,08,09,18,29,31 - Jan
01,06,08,09,19,26,31 - Jan
01,06,08,09,19,28,29 - Jan
01,06,08,09,19,28,31 - Jan
01,06,08,09,19,29,30 - Jan
01,06,08,09,19,30,31 - Jan
01,06,08,09,20,29,31 - Jan
01,06,08,09,22,29,31 - Jan
01,06,08,09,26,29,31 - Jan
01,06,08,09,28,29,31 - Jan
01,06,09,10,13,30,31 - Jan
01,06,09,10,14,29,31 - Jan
01,06,09,10,16,29,31 - Jan
01,06,09,10,17,26,31 - Jan
01,06,09,10,17,28,29 - Jan
01,06,09,10,17,28,31 - Jan
01,06,09,10,17,29,30 - Jan
01,06,09,10,17,30,31 - Jan
01,06,09,10,18,29,31 - Jan
01,06,09,10,19,26,29 - Jan
01,06,09,10,19,26,31 - Jan
01,06,09,10,19,28,29 - Jan
01,06,09,10,19,28,31 - Jan
01,06,09,10,19,29,30 - Jan
01,06,09,10,19,30,31 - Jan
01,06,09,10,20,29,31 - Jan
01,06,09,10,22,29,31 - Jan
01,06,09,10,26,29,31 - Jan
01,06,09,10,28,29,31 - Jan
01,06,09,11,12,30,31 - Jan
01,06,09,11,14,28,31 - Jan
01,06,09,11,14,29,30 - Jan
01,06,09,11,14,30,31 - Jan
01,06,09,11,16,26,31 - Jan
01,06,09,11,16,28,29 - Jan
01,06,09,11,16,28,31 - Jan
01,06,09,11,16,29,30 - Jan
01,06,09,11,16,30,31 - Jan
01,06,09,11,17,26,30 - Jan
01,06,09,11,17,28,30 - Jan
01,06,09,11,18,26,29 - Jan
01,06,09,11,18,26,31 - Jan
01,06,09,11,18,28,29 - Jan
01,06,09,11,18,28,31 - Jan
01,06,09,11,18,29,30 - Jan
01,06,09,11,18,30,31 - Jan
01,06,09,11,19,26,28 - Jan
01,06,09,11,19,26,30 - Jan
01,06,09,11,19,28,30 - Jan
01,06,09,11,20,22,31 - Jan
01,06,09,11,20,26,29 - Jan
01,06,09,11,20,26,31 - Jan
01,06,09,11,20,28,29 - Jan
01,06,09,11,20,28,31 - Jan
01,06,09,11,20,29,30 - Jan
01,06,09,11,20,30,31 - Jan
01,06,09,11,22,26,29 - Jan
01,06,09,11,22,26,31 - Jan
01,06,09,11,22,28,29 - Jan
01,06,09,11,22,28,31 - Jan
01,06,09,11,22,29,30 - Jan
01,06,09,11,22,30,31 - Jan
01,06,09,11,26,28,29 - Jan
01,06,09,11,26,28,31 - Jan
01,06,09,11,26,29,30 - Jan
01,06,09,11,26,30,31 - Jan
01,06,09,11,28,30,31 - Jan
01,06,09,12,13,28,31 - Jan
01,06,09,12,13,29,30 - Jan
01,06,09,12,13,30,31 - Jan
01,06,09,12,14,29,31 - Jan
01,06,09,12,16,29,31 - Jan
01,06,09,12,17,26,29 - Jan
01,06,09,12,17,26,31 - Jan
01,06,09,12,17,28,29 - Jan
01,06,09,12,17,28,31 - Jan
01,06,09,12,17,29,30 - Jan
01,06,09,12,17,30,31 - Jan
01,06,09,12,18,29,31 - Jan
01,06,09,12,19,22,31 - Jan
01,06,09,12,19,26,29 - Jan
01,06,09,12,19,26,31 - Jan
01,06,09,12,19,28,29 - Jan
01,06,09,12,19,28,31 - Jan
01,06,09,12,19,29,30 - Jan
01,06,09,12,19,30,31 - Jan
01,06,09,12,20,29,31 - Jan
01,06,09,12,22,29,31 - Jan
01,06,09,12,26,29,31 - Jan
01,06,09,12,28,29,31 - Jan
01,06,09,13,14,26,31 - Jan
01,06,09,13,14,28,29 - Jan
01,06,09,13,14,28,31 - Jan
01,06,09,13,14,29,30 - Jan
01,06,09,13,14,30,31 - Jan
01,06,09,13,16,26,29 - Jan
01,06,09,13,16,26,31 - Jan
01,06,09,13,16,28,29 - Jan
01,06,09,13,16,28,31 - Jan
01,06,09,13,16,29,30 - Jan
01,06,09,13,16,30,31 - Jan
01,06,09,13,17,26,28 - Jan
01,06,09,13,17,26,30 - Jan
01,06,09,13,17,28,30 - Jan
01,06,09,13,18,22,31 - Jan
01,06,09,13,18,26,29 - Jan
01,06,09,13,18,26,31 - Jan
01,06,09,13,18,28,29 - Jan
01,06,09,13,18,28,31 - Jan
01,06,09,13,18,29,30 - Jan
01,06,09,13,18,30,31 - Jan
01,06,09,13,19,22,30 - Jan
01,06,09,13,19,26,28 - Jan
01,06,09,13,19,26,30 - Jan
01,06,09,13,19,28,30 - Jan
01,06,09,13,20,22,29 - Jan
01,06,09,13,20,22,31 - Jan
01,06,09,13,20,26,29 - Jan
01,06,09,13,20,26,31 - Jan
01,06,09,13,20,28,29 - Jan
01,06,09,13,20,28,31 - Jan
01,06,09,13,20,29,30 - Jan
01,06,09,13,20,30,31 - Jan
01,06,09,13,22,26,29 - Jan
01,06,09,13,22,26,31 - Jan
01,06,09,13,22,28,29 - Jan
01,06,09,13,22,28,31 - Jan
01,06,09,13,22,29,30 - Jan
01,06,09,13,22,30,31 - Jan
01,06,09,13,26,28,29 - Jan
01,06,09,13,26,28,31 - Jan
01,06,09,13,26,29,30 - Jan
01,06,09,13,26,30,31 - Jan
01,06,09,13,28,30,31 - Jan
01,06,09,14,16,29,31 - Jan
01,06,09,14,17,22,31 - Jan
01,06,09,14,17,26,29 - Jan
01,06,09,14,17,26,31 - Jan
01,06,09,14,17,28,29 - Jan
01,06,09,14,17,28,31 - Jan
01,06,09,14,17,29,30 - Jan
01,06,09,14,17,30,31 - Jan
01,06,09,14,18,29,31 - Jan
01,06,09,14,19,20,31 - Jan
01,06,09,14,19,22,29 - Jan
01,06,09,14,19,22,31 - Jan
01,06,09,14,19,26,29 - Jan
01,06,09,14,19,26,31 - Jan
01,06,09,14,19,28,29 - Jan
01,06,09,14,19,28,31 - Jan
01,06,09,14,19,29,30 - Jan
01,06,09,14,19,30,31 - Jan
01,06,09,14,20,29,31 - Jan
01,06,09,14,22,29,31 - Jan
01,06,09,14,26,29,31 - Jan
01,06,09,14,28,29,31 - Jan
01,06,09,16,17,20,31 - Jan
01,06,09,16,17,22,29 - Jan
01,06,09,16,17,22,31 - Jan
01,06,09,16,17,26,29 - Jan
01,06,09,16,17,26,31 - Jan
01,06,09,16,17,28,29 - Jan
01,06,09,16,17,28,31 - Jan
01,06,09,16,17,29,30 - Jan
01,06,09,16,17,30,31 - Jan
01,06,09,16,18,19,31 - Jan
01,06,09,16,18,29,31 - Jan
01,06,09,16,19,20,29 - Jan
01,06,09,16,19,20,31 - Jan
01,06,09,16,19,22,29 - Jan
01,06,09,16,19,22,31 - Jan
01,06,09,16,19,26,29 - Jan
01,06,09,16,19,26,31 - Jan
01,06,09,16,19,28,29 - Jan
01,06,09,16,19,28,31 - Jan
01,06,09,16,19,29,30 - Jan
01,06,09,16,19,30,31 - Jan
01,06,09,16,20,29,31 - Jan
01,06,09,16,22,29,31 - Jan
01,06,09,16,26,29,31 - Jan
01,06,09,16,28,29,31 - Jan
01,06,09,17,18,20,29 - Jan
01,06,09,17,18,20,31 - Jan
01,06,09,17,18,22,29 - Jan
01,06,09,17,18,22,31 - Jan
01,06,09,17,18,26,29 - Jan
01,06,09,17,18,26,31 - Jan
01,06,09,17,18,28,29 - Jan
01,06,09,17,18,28,31 - Jan
01,06,09,17,18,29,30 - Jan
01,06,09,17,18,30,31 - Jan
01,06,09,17,19,20,28 - Jan
01,06,09,17,19,20,30 - Jan
01,06,09,17,19,22,26 - Jan
01,06,09,17,19,22,28 - Jan
01,06,09,17,19,22,30 - Jan
01,06,09,17,19,26,28 - Jan
01,06,09,17,19,26,30 - Jan
01,06,09,17,19,28,30 - Jan
01,06,09,17,20,22,29 - Jan
01,06,09,17,20,22,31 - Jan
01,06,09,17,20,26,29 - Jan
01,06,09,17,20,26,31 - Jan
01,06,09,17,20,28,29 - Jan
01,06,09,17,20,28,31 - Jan
01,06,09,17,20,29,30 - Jan
01,06,09,17,20,30,31 - Jan
01,06,09,17,22,26,29 - Jan
01,06,09,17,22,26,31 - Jan
01,06,09,17,22,28,29 - Jan
01,06,09,17,22,28,31 - Jan
01,06,09,17,22,29,30 - Jan
01,06,09,17,22,30,31 - Jan
01,06,09,17,26,28,29 - Jan
01,06,09,17,26,28,31 - Jan
01,06,09,17,26,29,30 - Jan
01,06,09,17,26,30,31 - Jan
01,06,09,17,28,30,31 - Jan
01,06,09,18,19,22,29 - Jan
01,06,09,18,19,22,31 - Jan
01,06,09,18,19,26,29 - Jan
01,06,09,18,19,26,31 - Jan
01,06,09,18,19,28,29 - Jan
01,06,09,18,19,28,31 - Jan
01,06,09,18,19,29,30 - Jan
01,06,09,18,19,30,31 - Jan
01,06,09,18,20,29,31 - Jan
01,06,09,18,22,29,31 - Jan
01,06,09,18,26,29,31 - Jan
01,06,09,18,28,29,31 - Jan
01,06,09,19,20,22,29 - Jan
01,06,09,19,20,22,31 - Jan
01,06,09,19,20,26,29 - Jan
01,06,09,19,20,26,31 - Jan
01,06,09,19,20,28,29 - Jan
01,06,09,19,20,28,31 - Jan
01,06,09,19,20,29,30 - Jan
01,06,09,19,20,30,31 - Jan
01,06,09,19,22,26,29 - Jan
01,06,09,19,22,26,31 - Jan
01,06,09,19,22,28,29 - Jan
01,06,09,19,22,28,31 - Jan
01,06,09,19,22,29,30 - Jan
01,06,09,19,22,30,31 - Jan
01,06,09,19,26,28,29 - Jan
01,06,09,19,26,28,31 - Jan
01,06,09,19,26,29,30 - Jan
01,06,09,19,26,30,31 - Jan
01,06,09,19,28,30,31 - Jan
01,06,09,20,22,29,31 - Jan
01,06,09,20,26,29,31 - Jan
01,06,09,20,28,29,31 - Jan
01,06,09,22,26,29,31 - Jan
01,06,09,22,28,29,31 - Jan
01,06,09,26,28,29,31 - Jan
02,04,06,09,19,29,31 - Jan
02,04,06,09,19,30,31 - Jan
02,04,06,09,20,29,31 - Jan
02,04,06,09,21,27,31 - Jan
02,04,06,09,21,28,31 - Jan
02,04,06,09,21,29,30 - Jan
02,04,06,09,21,29,31 - Jan
02,04,06,09,21,30,31 - Jan
02,04,06,09,22,27,31 - Jan
02,04,06,09,22,29,31 - Jan
02,04,06,09,25,26,29 - Jan
02,04,06,09,25,26,31 - Jan
02,04,06,09,25,27,29 - Jan
02,04,06,09,25,27,31 - Jan
02,04,06,09,25,28,29 - Jan
02,04,06,09,25,28,31 - Jan
02,04,06,09,25,29,30 - Jan
02,04,06,09,25,29,31 - Jan
02,04,06,09,25,30,31 - Jan
02,04,06,09,26,27,29 - Jan
02,04,06,09,26,27,31 - Jan
02,04,06,09,26,29,31 - Jan
02,04,06,09,27,28,31 - Jan
02,04,06,09,27,29,30 - Jan
02,04,06,09,27,29,31 - Jan
02,04,06,09,27,30,31 - Jan
02,04,06,09,28,29,31 - Jan
02,05,06,09,17,30,31 - Jan
02,05,06,09,18,29,31 - Jan
02,05,06,09,18,30,31 - Jan
02,05,06,09,19,28,31 - Jan
02,05,06,09,19,29,30 - Jan
02,05,06,09,19,30,31 - Jan
02,05,06,09,20,27,31 - Jan
02,05,06,09,20,28,31 - Jan
02,05,06,09,20,29,30 - Jan
02,05,06,09,20,29,31 - Jan
02,05,06,09,20,30,31 - Jan
02,05,06,09,21,26,31 - Jan
02,05,06,09,21,27,30 - Jan
02,05,06,09,21,28,29 - Jan
02,05,06,09,21,28,30 - Jan
02,05,06,09,21,28,31 - Jan
02,05,06,09,21,29,30 - Jan
02,05,06,09,21,30,31 - Jan
02,05,06,09,22,25,31 - Jan
02,05,06,09,22,26,31 - Jan
02,05,06,09,22,27,29 - Jan
02,05,06,09,22,27,30 - Jan
02,05,06,09,22,27,31 - Jan
02,05,06,09,22,28,29 - Jan
02,05,06,09,22,28,31 - Jan
02,05,06,09,22,29,30 - Jan
02,05,06,09,22,29,31 - Jan
02,05,06,09,22,30,31 - Jan
02,05,06,09,25,26,28 - Jan
02,05,06,09,25,26,29 - Jan
02,05,06,09,25,26,30 - Jan
02,05,06,09,25,26,31 - Jan
02,05,06,09,25,27,28 - Jan
02,05,06,09,25,27,30 - Jan
02,05,06,09,25,28,29 - Jan
02,05,06,09,25,28,30 - Jan
02,05,06,09,25,28,31 - Jan
02,05,06,09,25,29,30 - Jan
02,05,06,09,25,30,31 - Jan
02,05,06,09,26,27,29 - Jan
02,05,06,09,26,27,30 - Jan
02,05,06,09,26,27,31 - Jan
02,05,06,09,26,28,29 - Jan
